5655,3665,108.8,365.6,86.2,93.0,0.8799999952316284,0040
5670,3665,117.1,365.5,77.9,84.2,0.6600000262260437,0040
5685,3665,120.4,365.7,72.8,78.5,0.8899999856948853,0040
5700,3665,117.9,363.8,69.9,74.8,0.8999999761581421,0040
5715,3665,99.1,351.9,61.9,66.0,0.7099999785423279,0040
5730,3665,85.9,347.7,66.4,70.5,0.47999998927116394,0040
5745,3665,83.3,345.5,66.9,70.3,0.8500000238418579,0040
5760,3665,84.6,346.1,60.9,62.7,0.8399999737739563,0040
5760,3668,247.8,54.1,30.9,64.9,0.8500000238418579,0040
5775,3665,84.2,346.9,61.3,62.0,0.7900000214576721,0040
5775,3668,259.4,43.4,25.5,53.8,0.8100000023841858,0040
5790,3665,71.2,346.0,86.3,88.6,0.8600000143051147,0040
5790,3668,276.6,34.5,20.1,42.4,0.6100000143051147,0040
5805,3665,69.4,346.4,78.0,77.2,0.8299999833106995,0040
5820,3665,69.9,346.1,72.1,68.2,0.75,0040
5835,3665,74.1,345.8,77.6,73.2,0.8199999928474426,0040
5850,3665,79.8,346.1,71.2,65.7,0.7200000286102295,0040
5865,3665,81.3,347.4,68.6,62.2,0.30000001192092896,0040
5880,3665,82.6,348.2,67.6,60.4,0.5699999928474426,0040
5895,3665,73.2,347.4,86.5,78.6,0.75,0040
5910,3665,71.7,346.4,86.5,78.9,0.7099999785423279,0040
5925,3665,74.8,346.4,80.1,72.4,0.800000011920929,0040
5940,3665,79.8,350.1,71.4,63.3,0.6000000238418579,0040
5955,3665,80.0,348.8,71.9,63.0,0.8399999737739563,0040
5970,3665,82.7,349.7,68.8,59.2,0.7200000286102295,0040
5985,3665,82.6,348.5,71.2,60.5,0.7599999904632568,0040
6000,3665,80.7,347.9,75.6,64.7,0.800000011920929,0040
6015,3665,77.3,347.4,80.6,69.5,0.8299999833106995,0040
6030,3665,68.9,347.6,81.3,67.8,0.7799999713897705,0040
6045,3665,71.7,346.8,84.0,70.4,0.7200000286102295,0040
6060,3665,70.5,346.8,81.9,67.5,0.4399999976158142,0040
6075,3665,76.1,346.8,78.1,64.3,0.6000000238418579,0040
6090,3665,79.3,347.2,75.5,62.0,0.8100000023841858,0040
6105,3665,78.4,347.2,76.9,62.2,0.7599999904632568,0040
6120,3665,78.8,348.5,75.1,60.3,0.8299999833106995,0040
6135,3665,75.7,348.0,80.2,64.7,0.7799999713897705,0040
6150,3665,77.6,350.6,76.2,61.0,0.12999999523162842,0040
6165,3665,77.6,348.2,76.9,61.6,0.8299999833106995,0040
6180,3665,81.1,348.9,74.9,59.1,0.8199999928474426,0040
6195,3665,78.3,348.1,78.0,61.6,0.8399999737739563,0040
6210,3665,78.4,348.8,75.8,59.5,0.8199999928474426,0040
6225,3665,77.9,347.9,77.2,60.4,0.8500000238418579,0040
6240,3665,77.4,347.6,77.3,60.4,0.8700000047683716,0040
6255,3665,76.9,347.5,78.4,61.4,0.8600000143051147,0040
6270,3665,78.0,348.4,76.6,59.8,0.8500000238418579,0040
6285,3665,77.7,348.0,78.0,60.5,0.8299999833106995,0040
6300,3665,74.9,348.0,77.6,59.5,0.7699999809265137,0040
6315,3665,77.7,352.3,72.3,55.1,0.7599999904632568,0040
6330,3665,75.4,349.0,76.8,58.2,0.8600000143051147,0040
6345,3665,74.0,348.7,82.1,62.6,0.6800000071525574,0040
6360,3665,75.1,347.6,80.6,61.4,0.8100000023841858,0040
6375,3665,76.5,347.8,79.6,60.5,0.8100000023841858,0040
6390,3665,77.0,347.9,79.0,60.2,0.8299999833106995,0040
6405,3665,77.5,347.6,78.4,59.7,0.8299999833106995,0040
6420,3665,76.4,347.0,79.5,60.6,0.8299999833106995,0040
6435,3665,71.8,347.6,79.8,59.2,0.6800000071525574,0040
6450,3665,68.1,347.3,95.0,71.7,0.8600000143051147,0040
6465,3665,73.2,347.6,86.4,65.0,0.27000001072883606,0040
6480,3665,74.0,347.0,84.4,63.9,0.8700000047683716,0040
6495,3665,75.8,346.8,83.5,63.1,0.8700000047683716,0040
6510,3665,74.7,347.4,81.1,60.8,0.8199999928474426,0040
6525,3665,67.1,347.3,100.3,77.3,0.8399999737739563,0040
6540,3665,73.1,347.7,87.0,67.0,0.8399999737739563,0040
6555,3665,76.5,347.6,80.7,62.2,0.8500000238418579,0040
6570,3665,76.4,347.3,79.3,61.1,0.8500000238418579,0040
6585,3665,78.1,347.4,79.0,60.7,0.8199999928474426,0040
6600,3665,79.9,348.8,75.6,57.9,0.8199999928474426,0040
6615,3665,80.3,348.3,76.2,58.2,0.8399999737739563,0040
6630,3665,77.5,347.8,78.2,59.7,0.8700000047683716,0040
6645,3665,78.0,348.9,77.3,58.9,0.8399999737739563,0040
6660,3665,78.9,348.7,75.9,57.9,0.8100000023841858,0040
6675,3665,80.0,349.3,74.2,56.6,0.8399999737739563,0040
6690,3665,80.1,349.0,74.0,56.4,0.800000011920929,0040
6705,3665,79.2,349.2,74.8,57.0,0.7799999713897705,0040
6720,3665,77.7,348.1,77.0,58.6,0.8600000143051147,0040
6735,3665,69.4,347.5,94.8,74.0,0.75,0040
6750,3665,70.5,347.0,88.0,68.0,0.28999999165534973,0040
6765,3665,68.9,347.0,88.4,68.4,0.8199999928474426,0040
6780,3665,74.6,347.3,81.5,63.0,0.7099999785423279,0040
6795,3665,67.8,346.6,89.9,69.8,0.8299999833106995,0040
6810,3665,73.4,347.4,83.7,65.0,0.7900000214576721,0040
6825,3665,73.1,347.8,77.4,58.8,0.8399999737739563,0040
6825,3693,387.6,105.7,40.7,38.9,0.8399999737739563,0040
6840,3665,67.7,343.6,70.9,53.0,0.33000001311302185,0040
6840,3693,367.9,102.3,49.4,47.1,0.8799999952316284,0040
6855,3693,338.7,98.0,63.5,60.9,0.8899999856948853,0040
6870,3693,290.5,94.6,81.5,79.5,0.8700000047683716,0040
7665,3716,226.6,68.1,80.4,119.4,0.8600000143051147,0040
7695,3713,317.7,87.1,124.4,78.8,0.8799999952316284,0040
7710,3713,357.5,75.9,82.7,53.4,0.8799999952316284,0040
7725,3713,383.1,79.1,59.7,39.1,0.7400000095367432,0040
7725,3716,214.4,39.8,48.5,72.4,0.8999999761581421,0040
7740,3716,219.7,68.5,52.1,78.3,0.8100000023841858,0040
7755,3716,223.8,68.0,66.8,102.1,0.8600000143051147,0040
7755,3733,157.6,101.6,61.2,85.2,0.8100000023841858,0040
7770,3736,366.0,99.4,54.7,50.2,0.8500000238418579,0040
7785,3736,365.6,99.2,55.3,50.7,0.800000011920929,0040
7800,3736,362.7,97.6,60.2,55.3,0.7799999713897705,0040
7800,3741,336.9,71.8,51.0,58.6,0.8700000047683716,0040
7815,3736,361.2,95.8,62.8,57.9,0.8199999928474426,0040
7830,3736,360.3,89.2,70.6,65.5,0.6800000071525574,0040
7830,3733,152.5,82.9,58.1,81.1,0.8899999856948853,0040
7845,3736,358.0,88.7,70.8,66.4,0.8500000238418579,0040
7845,3716,215.9,56.7,51.3,80.6,0.8600000143051147,0040
7845,3741,356.6,61.6,33.3,38.3,0.7200000286102295,0040
7860,3736,359.7,91.6,64.9,61.4,0.7400000095367432,0040
7875,3736,361.6,95.0,61.6,58.5,0.7699999809265137,0040
7890,3736,359.0,94.2,62.5,60.2,0.23000000417232513,0040
7905,3736,360.3,93.4,62.7,60.8,0.8399999737739563,0040
7920,3736,360.0,92.5,62.5,61.4,0.8399999737739563,0040
7935,3736,360.4,93.7,60.6,60.4,0.8399999737739563,0040
7950,3736,361.1,94.0,58.9,59.1,0.8799999952316284,0040
7950,3733,173.9,74.3,46.1,64.6,0.8399999737739563,0040
7965,3736,362.5,94.3,57.2,57.5,0.7200000286102295,0040
7965,3716,227.8,60.6,33.8,56.2,0.7699999809265137,0040
7980,3736,363.9,95.8,57.1,57.3,0.8799999952316284,0040
7995,3736,362.1,94.5,59.1,59.9,0.9100000262260437,0040
7995,3757,357.7,130.1,80.1,66.0,0.8299999833106995,0040
7995,3733,159.8,89.4,60.2,85.4,0.8399999737739563,0040
8010,3736,361.7,94.4,59.1,60.2,0.9100000262260437,0040
8010,3757,362.3,133.6,74.0,60.7,0.7699999809265137,0040
8010,3733,170.3,78.9,52.8,75.4,0.7799999713897705,0040
8025,3736,362.0,93.6,59.1,60.6,0.8600000143051147,0040
8025,3757,362.9,137.0,74.6,61.1,0.6800000071525574,0040
8025,3733,178.1,64.7,46.3,67.0,0.8100000023841858,0040
8040,3736,362.9,94.4,57.5,59.2,0.8600000143051147,0040
8040,3757,361.6,134.0,78.0,63.8,0.7799999713897705,0040
8040,3733,181.8,52.7,37.9,55.6,0.8100000023841858,0040
8055,3736,364.0,94.3,57.1,58.8,0.8100000023841858,0040
8055,3757,360.7,131.7,81.5,66.6,0.550000011920929,0040
8055,3733,182.6,45.0,31.6,47.7,0.6899999976158142,0040
8070,3736,361.2,89.1,62.7,65.3,0.5699999928474426,0040
8070,3757,360.1,130.3,79.7,65.0,0.4099999964237213,0040
8070,3733,182.5,37.0,29.5,45.3,0.11999999731779099,0040
8085,3736,359.6,97.6,51.2,55.1,0.7099999785423279,0040
8085,3757,361.0,124.5,76.4,62.3,0.33000001311302185,0040
8085,3733,186.1,33.8,25.1,39.2,0.2199999988079071,0040
8100,3736,365.9,99.0,50.8,53.9,0.7900000214576721,0040
8100,3757,361.6,125.1,80.6,65.7,0.3499999940395355,0040
8100,3733,192.2,34.2,21.3,33.1,0.20999999344348907,0040
8115,3736,366.5,97.0,53.4,56.3,0.7799999713897705,0040
8115,3757,365.5,128.5,70.5,56.7,0.46000000834465027,0040
8130,3736,365.3,95.1,55.5,58.7,0.7599999904632568,0040
8130,3757,369.0,128.8,68.0,54.6,0.15000000596046448,0040
8145,3736,365.4,95.3,55.1,58.1,0.8799999952316284,0040
8145,3757,359.4,127.5,80.8,65.3,0.5899999737739563,0040
8160,3736,365.1,94.7,54.0,57.0,0.9100000262260437,0040
8160,3757,356.7,126.5,84.6,69.0,0.7400000095367432,0040
8175,3736,365.6,94.6,53.2,56.1,0.8700000047683716,0040
8175,3757,355.2,125.4,85.7,70.5,0.4699999988079071,0040
8190,3736,366.6,96.4,51.1,53.5,0.6899999976158142,0040
8190,3757,355.9,124.1,85.9,71.1,0.10999999940395355,0040
8205,3736,368.0,98.2,50.5,52.0,0.75,0040
8205,3757,358.3,124.5,79.6,65.4,0.30000001192092896,0040
8220,3736,365.6,97.1,53.5,55.2,0.8399999737739563,0040
8220,3757,366.3,121.2,74.5,62.2,0.1899999976158142,0040
8235,3736,363.9,96.0,56.1,58.3,0.9100000262260437,0040
8235,3757,358.2,120.0,83.5,71.2,0.7200000286102295,0040
8235,3716,200.8,50.1,37.8,65.2,0.8700000047683716,0040
8250,3736,362.9,94.5,57.6,60.2,0.8999999761581421,0040
8250,3757,359.3,118.3,77.6,66.9,0.6899999976158142,0040
8265,3736,363.2,94.4,56.3,59.2,0.8799999952316284,0040
8265,3757,358.2,118.1,78.2,68.1,0.28999999165534973,0040
8280,3736,364.0,94.1,56.3,59.2,0.8399999737739563,0040
8280,3757,358.7,146.4,55.3,48.1,0.7599999904632568,0040
8295,3736,362.6,89.1,60.5,64.3,0.7099999785423279,0040
8295,3757,358.5,157.8,46.9,40.6,0.20999999344348907,0040
8310,3736,363.9,89.1,60.7,64.5,0.8600000143051147,0040
8310,3757,359.2,161.4,43.8,37.8,0.41999998688697815,0040
8325,3736,364.5,93.4,56.2,59.5,0.8500000238418579,0040
8325,3757,359.5,162.6,42.3,36.4,0.25,0040
8340,3736,366.1,96.3,52.8,55.6,0.8899999856948853,0040
8340,3757,361.7,159.9,48.0,41.2,0.11999999731779099,0040
8355,3736,365.5,96.6,52.7,55.3,0.800000011920929,0040
8370,3736,366.7,97.3,51.8,53.9,0.8999999761581421,0040
8370,3757,354.5,148.6,70.7,62.1,0.6700000166893005,0040
8385,3736,366.2,97.0,52.8,54.8,0.9100000262260437,0040
8385,3757,355.2,149.0,65.8,58.0,0.17000000178813934,0040
8400,3736,365.6,97.3,54.2,56.4,0.9200000166893005,0040
8400,3757,355.7,133.5,79.1,70.3,0.7200000286102295,0040
8415,3736,365.4,97.4,54.4,56.4,0.8899999856948853,0040
8415,3757,355.4,127.5,84.4,75.8,0.8100000023841858,0040
8430,3736,365.2,97.1,55.0,57.0,0.9100000262260437,0040
8430,3757,354.5,125.2,88.1,80.1,0.7200000286102295,0040
8445,3736,365.9,97.6,54.7,56.5,0.8999999761581421,0040
8445,3757,356.9,126.0,83.4,75.8,0.7300000190734863,0040
8460,3736,364.9,97.6,55.0,56.7,0.8899999856948853,0040
8460,3757,359.2,126.3,78.6,71.4,0.46000000834465027,0040
8475,3736,365.5,97.3,54.0,55.8,0.9100000262260437,0040
8475,3757,359.5,125.2,78.0,70.8,0.5799999833106995,0040
8490,3736,365.0,97.1,54.6,56.4,0.8999999761581421,0040
8490,3757,362.3,124.9,74.4,66.9,0.6299999952316284,0040
8505,3736,364.9,97.1,54.5,56.3,0.9100000262260437,0040
8505,3757,362.9,128.0,73.1,65.5,0.6700000166893005,0040
8520,3736,363.9,95.1,55.7,57.9,0.8899999856948853,0040
8520,3757,362.8,138.7,62.8,55.4,0.6600000262260437,0040
8535,3736,363.3,94.6,56.5,59.1,0.8899999856948853,0040
8535,3757,361.0,144.5,60.5,53.2,0.6200000047683716,0040
8550,3736,363.3,94.1,57.0,59.9,0.8799999952316284,0040
8550,3757,361.6,150.8,56.6,49.2,0.6700000166893005,0040
8565,3736,363.2,93.5,56.8,60.1,0.8799999952316284,0040
8565,3757,362.7,153.4,51.5,43.9,0.3400000035762787,0040
8580,3736,363.5,93.5,55.8,59.2,0.8899999856948853,0040
8580,3757,362.0,149.3,51.8,43.7,0.6700000166893005,0040
8595,3736,364.2,90.0,60.1,63.8,0.8100000023841858,0040
8595,3757,358.0,134.8,72.4,61.6,0.75,0040
8610,3736,365.7,94.8,55.0,57.8,0.9100000262260437,0040
8610,3757,362.3,133.0,71.7,59.9,0.5199999809265137,0040
8625,3736,366.7,96.9,52.2,54.3,0.8899999856948853,0040
8625,3757,362.6,134.7,73.7,61.0,0.6899999976158142,0040
8670,3736,366.1,98.2,52.8,54.7,0.8999999761581421,0040
8685,3736,366.4,98.4,53.2,54.8,0.8899999856948853,0040
8700,3736,365.9,98.7,54.3,55.6,0.8999999761581421,0040
8700,3716,182.6,51.6,49.0,77.7,0.8399999737739563,0040
8715,3736,366.3,98.9,53.5,54.5,0.8600000143051147,0040
8730,3736,366.5,98.3,52.8,53.3,0.8899999856948853,0040
8745,3736,366.1,98.5,53.3,53.5,0.8999999761581421,0040
8760,3736,367.0,99.4,53.2,52.8,0.8899999856948853,0040
8760,3757,361.5,140.7,61.7,51.0,0.6700000166893005,0040
8775,3716,202.8,51.1,33.7,58.9,0.7099999785423279,0040
8790,3716,215.8,37.3,27.8,50.4,0.7300000190734863,0040
8835,3757,352.0,119.8,95.8,82.4,0.7599999904632568,0040
8835,3716,221.5,30.9,26.1,48.3,0.8199999928474426,0040
8850,3757,352.6,115.9,93.9,83.7,0.8299999833106995,0040
8865,3757,355.1,114.3,87.8,79.7,0.5,0040
8880,3757,355.2,113.4,87.0,80.8,0.6899999976158142,0040
8895,3757,356.8,114.3,85.4,80.6,0.3199999928474426,0040
8910,3757,354.6,114.5,89.6,86.2,0.4000000059604645,0040
8925,3757,353.7,114.5,90.9,89.5,0.20999999344348907,0040
8940,3757,353.7,112.4,91.3,91.8,0.14000000059604645,0040
8955,3757,352.7,112.4,91.6,94.0,0.1899999976158142,0040
7845,2841,104.1,80.1,49.5,57.1,0.7599999904632568,0033
7860,2841,92.4,101.0,55.5,63.9,0.6299999952316284,0033
8175,2844,128.9,261.5,39.5,87.8,0.8700000047683716,0033
8700,2844,112.5,238.4,56.4,87.1,0.8999999761581421,0033
8715,2844,100.0,262.6,64.1,74.8,0.8999999761581421,0033
9075,2844,121.0,266.1,95.3,90.4,0.7699999809265137,0033
9090,2852,310.0,44.6,37.8,82.7,0.6000000238418579,0033
60,557,299.3,142.4,66.4,59.1,0.7200000286102295,0006
150,557,252.1,91.9,95.4,87.2,0.8600000143051147,0006
165,557,235.3,74.2,89.6,84.7,0.8899999856948853,0006
180,557,228.9,58.7,80.8,79.4,0.8999999761581421,0006
195,557,227.6,47.1,70.6,72.0,0.8799999952316284,0006
210,557,231.0,38.3,60.1,63.6,0.8500000238418579,0006
225,557,241.0,33.4,51.0,56.0,0.8199999928474426,0006
240,557,248.3,30.0,43.0,49.3,0.8500000238418579,0006
255,557,252.8,26.2,39.4,47.0,0.8299999833106995,0006
270,557,256.9,23.7,32.7,40.1,0.7699999809265137,0006
285,557,256.2,21.2,30.0,38.3,0.6499999761581421,0006
975,569,230.1,23.4,22.1,38.6,0.7200000286102295,0006
990,569,225.8,26.1,22.3,39.0,0.7300000190734863,0006
1005,569,224.2,27.9,23.6,41.4,0.3199999928474426,0006
1020,569,218.6,29.2,24.5,43.0,0.7900000214576721,0006
1035,569,211.0,32.6,26.0,46.0,0.3700000047683716,0006
1035,570,241.8,12.9,9.5,21.5,0.7300000190734863,0006
1050,569,197.0,37.5,26.0,45.7,0.6299999952316284,0006
1050,570,243.3,13.6,10.1,22.8,0.7400000095367432,0006
1065,569,181.2,41.8,27.9,48.6,0.8500000238418579,0006
1065,570,245.6,14.9,10.8,24.3,0.7599999904632568,0006
1080,569,164.3,47.7,27.3,47.3,0.8199999928474426,0006
1080,570,246.6,16.2,12.8,28.7,0.8100000023841858,0006
1095,570,247.0,18.1,14.0,31.3,0.6200000047683716,0006
1110,570,247.5,21.8,15.5,34.7,0.28999999165534973,0006
1110,569,133.6,62.7,28.9,49.1,0.699999988079071,0006
1125,570,249.0,25.2,18.9,42.2,0.8100000023841858,0006
1125,569,122.1,72.0,29.0,48.0,0.8199999928474426,0006
1140,570,250.2,30.2,21.6,48.2,0.8299999833106995,0006
1140,569,112.4,82.7,28.8,45.4,0.8299999833106995,0006
1155,570,247.0,38.2,25.1,55.5,0.8500000238418579,0006
1155,569,100.8,90.3,36.1,55.5,0.6299999952316284,0006
1170,570,237.1,49.5,31.1,68.4,0.8899999856948853,0006
1170,569,86.5,106.1,37.4,55.2,0.6899999976158142,0006
1185,569,75.9,124.5,36.6,50.7,0.6399999856948853,0006
2325,574,232.1,12.8,12.2,27.0,0.7799999713897705,0006
2340,574,228.9,14.7,12.0,26.6,0.7400000095367432,0006
2520,585,258.0,75.5,51.5,80.6,0.8600000143051147,0006
2535,585,254.9,78.3,49.7,78.1,0.8199999928474426,0006
2535,587,191.7,95.8,64.6,77.2,0.7699999809265137,0006
2535,588,208.6,57.2,38.0,80.8,0.7400000095367432,0006
2550,585,245.5,72.4,52.9,84.3,0.8600000143051147,0006
2550,587,188.5,94.8,61.6,73.7,0.7699999809265137,0006
2550,588,206.1,56.5,36.2,76.8,0.7900000214576721,0006
2565,585,238.2,67.6,52.3,84.5,0.8199999928474426,0006
2565,587,179.3,62.3,79.5,96.3,0.4099999964237213,0006
2580,585,230.5,63.6,49.5,81.4,0.800000011920929,0006
2580,588,208.1,68.5,36.6,77.4,0.7599999904632568,0006
2595,585,220.5,55.2,45.1,74.9,0.6299999952316284,0006
2610,585,210.1,47.5,40.6,68.2,0.8199999928474426,0006
2610,587,160.1,56.6,56.9,70.4,0.8100000023841858,0006
2625,585,203.7,40.0,35.2,59.8,0.41999998688697815,0006
4335,595,131.9,91.4,47.2,68.2,0.8500000238418579,0006
4335,596,180.1,57.8,32.6,64.6,0.7900000214576721,0006
4350,595,130.1,100.0,50.2,72.7,0.7599999904632568,0006
4350,596,178.6,82.0,38.9,76.8,0.8199999928474426,0006
4365,595,130.4,103.3,52.4,74.4,0.3199999928474426,0006
4380,595,129.1,103.4,44.8,63.1,0.6399999856948853,0006
4380,596,184.1,82.9,41.8,81.4,0.800000011920929,0006
4395,595,140.9,94.1,56.3,79.7,0.6499999761581421,0006
4395,600,86.6,154.2,64.1,58.2,0.8500000238418579,0006
4395,596,183.3,84.8,40.4,76.4,0.699999988079071,0006
4410,595,138.5,98.9,56.0,77.9,0.6600000262260437,0006
4410,600,87.8,155.9,66.5,60.3,0.6700000166893005,0006
4410,596,173.3,82.7,43.2,77.9,0.7599999904632568,0006
4425,595,136.0,101.2,56.3,76.6,0.6600000262260437,0006
4425,600,102.7,157.2,69.1,62.8,0.7599999904632568,0006
4425,596,179.9,77.8,45.9,82.7,0.8799999952316284,0006
4440,595,129.8,101.1,50.9,69.8,0.7900000214576721,0006
4440,600,140.6,163.3,73.9,67.5,0.7200000286102295,0006
4440,596,184.1,73.9,48.0,87.0,0.800000011920929,0006
4455,595,127.1,108.0,50.1,68.1,0.8999999761581421,0006
4455,600,177.8,166.3,77.1,71.4,0.6800000071525574,0006
4455,596,183.3,88.4,44.4,80.2,0.8100000023841858,0006
4470,595,127.1,109.4,50.6,68.6,0.8799999952316284,0006
4470,600,194.0,169.4,77.8,72.7,0.30000001192092896,0006
4470,596,182.4,79.2,46.0,82.9,0.8199999928474426,0006
4485,595,134.5,100.8,51.2,68.5,0.9100000262260437,0006
4485,600,224.5,155.0,79.2,74.6,0.8399999737739563,0006
4485,596,191.7,68.5,45.4,81.8,0.8700000047683716,0006
4485,605,212.0,50.9,32.8,73.0,0.7699999809265137,0006
4500,595,141.4,90.4,52.6,71.2,0.8799999952316284,0006
4500,600,271.6,145.2,73.7,69.4,0.8199999928474426,0006
4500,596,202.1,59.6,43.5,77.5,0.8899999856948853,0006
4500,605,218.1,44.3,31.8,70.7,0.75,0006
4500,606,168.8,60.8,39.0,62.6,0.8399999737739563,0006
4515,595,148.1,75.7,49.8,68.6,0.8899999856948853,0006
4515,596,205.7,49.9,38.7,68.9,0.8700000047683716,0006
4515,605,224.5,35.6,28.2,62.8,0.7699999809265137,0006
4515,606,173.4,51.7,34.2,54.9,0.800000011920929,0006
4530,595,158.8,61.7,44.0,61.1,0.8600000143051147,0006
4530,596,205.7,41.5,33.9,60.7,0.8500000238418579,0006
4530,605,229.6,33.1,23.2,50.9,0.8100000023841858,0006
4530,606,175.0,46.3,32.0,51.3,0.7799999713897705,0006
4545,595,167.5,53.8,40.2,57.5,0.8399999737739563,0006
4545,596,208.6,34.1,30.1,54.5,0.8299999833106995,0006
4545,605,232.2,27.5,23.7,52.4,0.8500000238418579,0006
4545,606,186.5,40.7,29.8,48.1,0.6700000166893005,0006
4560,596,211.7,28.8,26.5,48.6,0.7099999785423279,0006
4560,605,234.5,26.0,22.3,49.1,0.8100000023841858,0006
4560,606,196.0,40.4,32.3,52.4,0.8399999737739563,0006
4575,596,213.3,25.9,24.7,46.3,0.7099999785423279,0006
4575,605,237.9,23.8,21.1,46.6,0.7699999809265137,0006
4575,606,214.1,34.5,29.9,49.0,0.8500000238418579,0006
4575,595,180.7,41.1,32.6,46.6,0.8700000047683716,0006
4590,596,218.5,23.1,23.6,45.3,0.7200000286102295,0006
4590,605,243.0,20.7,19.7,43.6,0.7799999713897705,0006
4590,606,227.6,28.7,26.4,43.8,0.7900000214576721,0006
4590,595,183.2,38.3,28.8,42.2,0.33000001311302185,0006
4605,596,228.0,20.5,21.1,41.0,0.6499999761581421,0006
4605,605,247.4,19.4,16.8,37.7,0.47999998927116394,0006
4605,606,234.4,23.6,23.8,40.2,0.7200000286102295,0006
4605,595,194.8,31.3,26.7,39.3,0.8299999833106995,0006
4620,596,234.2,17.8,19.6,38.2,0.3799999952316284,0006
4620,605,251.8,18.2,16.7,37.6,0.1899999976158142,0006
4620,595,206.1,25.4,25.5,37.7,0.75,0006
4635,596,239.7,17.3,17.5,34.6,0.5299999713897705,0006
4635,605,254.2,18.1,17.5,39.7,0.49000000953674316,0006
4635,595,216.9,21.4,22.2,33.6,0.36000001430511475,0006
4650,596,243.5,16.9,16.0,32.2,0.6399999856948853,0006
4650,595,222.7,19.3,18.5,28.7,0.6499999761581421,0006
4680,596,244.8,17.2,14.5,30.1,0.6299999952316284,0006
4680,595,228.7,17.3,18.5,30.0,0.7300000190734863,0006
4725,605,269.3,16.3,15.0,34.4,0.6100000143051147,0006
4725,596,247.8,15.9,18.0,37.5,0.7900000214576721,0006
4800,619,274.0,51.7,34.8,61.8,0.8100000023841858,0006
4815,619,261.9,64.0,44.2,78.5,0.8199999928474426,0006
4815,621,224.9,55.4,33.0,66.3,0.8500000238418579,0006
4830,619,243.7,68.6,50.3,89.8,0.8199999928474426,0006
4830,621,209.7,66.9,41.1,82.3,0.8399999737739563,0006
4845,621,208.2,92.9,43.5,86.3,0.8500000238418579,0006
4845,623,133.6,180.0,69.0,68.7,0.8899999856948853,0006
4860,623,122.2,168.4,75.1,74.6,0.5400000214576721,0006
4905,619,246.6,136.5,45.3,78.2,0.6700000166893005,0006
4920,623,83.2,143.3,68.3,68.0,0.8299999833106995,0006
4935,623,94.4,128.0,66.8,66.2,0.8700000047683716,0006
4950,623,108.4,107.0,69.4,69.9,0.8799999952316284,0006
4965,623,132.6,91.3,66.9,68.6,0.8799999952316284,0006
5100,623,192.8,25.6,37.3,41.2,0.7799999713897705,0006
